course_id|course_name
course-490|Inteligencia Emocional
course-491|Liderazgo personal
course-492|Modelo de negocio
course-493|Liderazgo para el Cambio
course-494|Marco Legal para la Sostenibilidad
course-495|Pensamiento Creativo
course-496|Negocios Éticos y Sostenibles
course-497|Protocolo de Negocios
course-498|Pensamiento estratégico
course-499|Resolución de Conflictos
course-500|Toma de Decisiones
course-501|Planeación Estratégica
course-502|Vigilancia Tecnológica
course-503|Sistemas Multiequipos
course-504|Innovación y Creatividad
course-505|Visualizando el Futuro
course-506|Competencias Digitales del Docente: Competencia Investigativa
course-507|Competencias Digitales del Docente: Competencia Tecno Pedagógica
course-508|Competencias Digitales del Docente: Competencia Comunicativa
course-509|Competencias Digitales del Docente: Competencia de Gestión del Conocimiento
course-510|Análisis del riesgo financiero
course-511|Competencias Digitales del Docente: Competencia de Gestión Educativa
course-512|Empleabilidad y Contrato Psicológico
course-513|Habilidades, Clave de Empleabilidad
course-514|Habilidades de Empleabilidad Básicas: El Capital Humano
course-515|Habilidades de Empleabilidad Medias: El Capital Social
course-516|Habilidades de Empleabilidad Avanzadas: El Capital Cultural
course-517|Empleabilidad enfocada al mantenimiento
course-518|El cambio como necesidad
course-519|La Eficacia en la Transición
course-520|Reconocimiento de Talentos
course-521|Orientación al Logro
course-522|Orientación al Cliente
course-523|Mindfulness para  la Empleabilidad: El Capital Psicológico
course-524|Introducción General a la Empleabilidad
course-525|Introducción a la gestión del riesgo
course-526|Trabajo en Equipo
course-527|Transformación Continua
course-528|Microbiología en la Industria Alimentaria: Identificación y Aplicaciones
course-529|SAGRILAFT 3.0: Para Sector Real y Otros Sectores Vigilados
course-530|Vigilancia de la Salud Auditiva, más allá de la Audiometría
course-531|Gestión de la Exposición Ocupacional
course-532|Informática y Analítica en Seguridad y Salud en el Trabajo
course-533|Construyendo futuro con habilidades socio-emocionales
course-534|Diagnóstico y tratamiento no invasivo de los desórdenes temporomandibulares y dolor orofacial
course-535|Python: Herramientas aplicadas a la gestión de datos
course-536|Elaboración de Mapas con R: De lo estático a lo dinámico
course-537|Fotografía básica: la magia del cuarto oscuro
course-538|Acueductos Veredales
course-539|Vulnerabilidad, Desastres y Cambio Climático  en Ciudades Latinoamericanas
course-540|Liderando la Seguridad Hídrica: Un Curso para Nuevos Líderes Políticos en América Latina
course-541|Vulnerabilidad, Desastres y Cambio Climático  en Ciudades Latinoamericanas
course-542|Teoría de la cultura y Políticas culturales
course-543|Estudios Culturales en América Latina
course-544|Introducción a los Estudios Culturales
course-545|Administración De restaurantes - Eje Cafetero
course-546|El Futuro del Marketing y Ventas con IA - Oriente
course-547|Introducción a la meditación
course-548|Administración De restaurantes - Barranquilla
course-549|Crítica De Cine Latinoamericano
course-550|Comer Bien en el Trabajo: Claves para una Alimentación Saludable Fuera de Casa
course-551|Gerencia Estratégica de Costos y Presupuestos -  Barranquilla
course-552|Toxicología ocupacional
course-553|Medicina Integrativa.  Bases Homeopáticas con Énfasis en Biorregulación de Sistemas - Medellín
course-554|Formación en Insolvencia e Intervención. Avalado por Superintendencia de sociedades - Barranquilla
course-555|Atención integral de urgencias a víctimas de agresiones con agentes químicos
course-556|Segmentación (Clustering) con Foco en Segmentación de Mercados /Clientes
course-557|Derechos Humanos De AUSJAL e IIDH- Énfasis Acceso a la Justicia
course-558|Derechos Humanos de AUSJAL e IIDH - Educación en Derechos Humanos
course-559|Huella Hídrica y Huella de Biodiversidad
course-560|Neurociencias Aplicadas al Liderazgo y Coaching
course-561|Análisis Multimodal: Procesamiento de Datos Textuales, Visuales, Sonoros y Gestuales
course-562|Arquitectura del Paisaje
course-563|Mentoring en Implementación de la Economía Circular y diseño de productos sostenibles
course-564|Educación Somática: Experiencias, Prácticas Y Estrategias Pedagógicas ¿Cómo Comprendemos Y Construimos Pedagogías Somáticas En Las Aulas?
course-565|Simulación Clínica para Profesionales en Artes Escénicas
course-566|Innovación Financiera y Tecnología (Fintech)
course-567|Capacitación en Centrales de Esterilización
course-568|Análisis de datos en Python y Aplicaciones en Economía del Cuidado
course-569|Gerencia de mercadeo y ventas - Bucaramanga
course-570|Actualización en Hipertensión Arterial Sistémica
course-571|Preparación para el concurso de notarios: desde la experiencia de notarios de carrera, educadores y psicólogos
course-572|Indicadores para el diseño y seguimiento de políticas públicas y programas – énfasis en Objetivos de Desarrollo Sostenible (ODS)
course-573|Estadísticas Económicas Públicas
course-574|Sonido en vivo: introducción a la operación de sistemas de amplificación para eventos y conciertos.
course-575|Gestión Administrativa Pública
course-576|Gerencia Social Ignaciana
course-577|Tesorería y Deuda Pública
course-578|Claves del psicoanálisis y su evolución en la actualidad - Pasto
course-579|Finanzas para no financieros - Bucaramanga
course-580|Revisoría fiscal y auditoria financiera - Eje Cafetero
course-581|Manager musical - Pasto Nariño
course-582|Gerencia Tributaria
course-583|Escuela de Verano - Junior
course-584|Escuela de Verano Kids
course-585|Inteligencia artificial en salud
course-586|Derecho Societario - Oriente
course-587|Participación social en la restauración ecológica
course-588|Categorías analíticas para estudiarlas migraciones
course-589|Monitoreo de la restauración ecológica
course-590|Migraciones Contemporáneas: hacia la construcción de un campo interdisciplinario de estudio
course-591|Gerencia del servicio y Experiencia del cliente - Barranquilla
course-592|Arquitectura Interior - Bucaramanga
course-593|Gerencia de Mercadeo y Ventas
course-594|Diseño Geométrico Ferrocarriles
course-595|Derecho Ambiental y sostenibilidad
course-596|Escuela de Verano - Senior
course-597|Medicina del Sueño
course-598|Derecho Inmobiliario - Oriente
course-599|Construcción Sostenible Eficiencia Energética en Edificaciones y BIM - Eje Cafetero
course-600|Emerging Health Care & Digital Tech for Next Generation Remote Health Care and Assisted Living
course-601|Nano-Odontología, Robótica, y Bioingeniería en Odontología
course-602|Despierta tu potencial: Autoconocimiento, emociones y toma de decisiones
course-603|SARLAFT 4.0
course-604|Gestión financiera pública
course-605|Derecho Tributario - Ibagué
course-606|Derecho Societario - Caribe
course-607|SECOP II - Caribe
course-608|Culturas digitales: evangelización y pastoral
course-609|Implementación de Audio para Videojuegos y Medios Interactivos
course-610|Planificación, evaluación y gestión de proyectos viales
course-611|DJ performance y live act profesional: Técnicas de mezcla, setups avanzados y control MIDI
course-612|Depende de mi una experiencia para vivir con sentido - Pereira
course-613|Manejo de la voz en la enseñanza del yoga y la meditación
course-614|Mediación de lectura en el hogar
course-615|Medicina transfusional e inmunohematología
course-616|Democracia, valores y cultura
course-617|"Emerging Technologies To Support Health Care And Independent Living""Empowering Elderly Care Through Digital Health Ecosystems and Advanced Technologies"""
course-618|Construcción sostenible: Principios, estándares y simulaciones bioclimáticas
course-619|Arteterapia infanto-juvenil
course-620|Algorética: 5 claves de acción con IA inteligencia artificial, ética y teología
course-621|Escritura Creativa: Cuento y Crónica Literaria
course-622|Pensamiento critico
course-623|Epidemiología Clínica y Salud Pública
course-624|Derechos humanos laborales y empresa: Debida diligencia y mecanismo de protección
course-625|Función pública: Gobierno abierto e innovación pública
course-626|Contratación pública sostenible
course-627|Certificación Internacional en Metodologías Ágiles: Fundamentals
course-628|Manejo de voz y locución
course-629|Comunicación Asertiva para Ejecutivos – Caribe
course-630|Derecho Laboral para No Abogados
course-631|Taller Comunicación Asertiva Para Directivos - Oriente
course-632|Liderazgo y estrategias en juntas directivas  - Eje Cafetero
course-633|Inteligencia artificial generativa para la productividad laboral - Pasto
course-634|Música audio e inteligencia artificial - Medellín
course-635|Herramientas para el bien-estar y la productividad Ética de la convivencia y la interdependencia sostenible
course-636|Creación y Gestión de Contenidos Digitales y Social Media
course-637|SAGRILAFT Y PTEE: Revisores Fiscales - Bucaramanga
course-638|Creación y dirección de videoclips
course-639|Pedagogías de la Verdad y la Justicia Restaurativa en Colombia
course-640|Comunicación Gubernamental para Gobiernos Locales: Comunicación de Políticas Públicas, en riesgo y de crisis
course-641|TENDENCIAS APLICADAS AL SECTOR INMOBILIARIO PROPTECH
course-642|Enseñar y aprender con las TIC - Alianza con Santillana
course-643|Alta Gerencia y Dirección Estrategica - Barranquilla
course-644|Advanced Management Program - AMP
course-645|Alta Gerencia y Análisis Estratégico - Oriente
course-646|Bootcamp en construcción sostenible - Medellín
course-647|Alta Gerencia Para el Liderazgo Educativo
course-648|Marketing, Storytelling y distribución audiovisual
course-649|Contratación Estatal: Régimen General Actualizado - Oriente
course-650|Cierre contable con énfasis en las diferencias  fiscales
course-651|Presupuesto General de la Nación
course-652|Pensamiento sistémico y estrategias de sostenibilidad empresarial
course-653|Segundo Congreso Colombiano de Derecho Penal Económico y Empresarial
course-654|PENSAR LOS FEMINISMOS: Debates, categorías y campos de disputa en la praxis feminista
course-655|Consultoría Empresarial
course-656|Revisoría fiscal y auditoría financiera - Bucaramanga
course-657|Informalidad laboral:  enfoques, herramientas de medición y diseño de políticas públicas
course-658|Gestión de riesgo reputacional y manejo de crisis
course-659|Impuesto de renta: Guía fácil para no expertos
course-660|Creando Videojuegos y Experiencias Inmersivas: Conceptualización y Diseño
course-661|Derecho Procesal Laboral: Fundamentos Y Dinámicas
course-662|Fronteras abiertas:  Introducción a los negocios internacionales
course-663|Técnicas del juicio oral y sistema penal acusatorio
course-664|Enfermedad Periodontal y Peri-implantar: Clasificación y Abordaje Clínico
course-665|Liderazgo consciente y anticorrupción: Un modelo integral
course-666|La genialidad de Bergoglio y la alegría de Francisco, rasgos de un hombre
course-667|Formación académica en insolvencia e intervención - Con el aval de la Superintendencia de Sociedades - Bucaramanga
course-668|Business Intelligence
course-669|Alta Gerencia 4.0 - Oriente
course-670|Revisoría Fiscal Y Auditoría Financiera - Antioquia
course-671|Gestión de Proyectos alineado al Estándar PMBOK y potenciado con IA GEN
course-672|Derecho Laboral - Bucaramanga
course-673|Impacto de la Inteligencia Artificial en la Auditoria Interna - Bucaramanga
course-674|Herramientas de Gestión Empresarial: Power Query y Google APIs
course-675|Fotografía Avanzada: Análogo-Digital
course-676|Atención Integral a las Enfermedades Prevalentes de la Primera Infancia- AIEPI
course-677|MUSIC MASTERS: NEGOCIOS DE LA MÚSICA Y EL ENTRETENIMIENTO
course-678|Soporte Vital Básico bls/svb y Soporte Cardiovascular Avanzado acls/scva - AHA
course-679|Fundamentos de la ecología para la restauración ecológica
course-680|Composición de música para cine
course-681|Bibliometría y Evaluación Científica
course-682|Neuromarketing y branding para emprendedores: Desbloquea tu potencial empresarial
course-683|Planificación de cirugia guiada
course-684|Derecho matrimonial canónico
course-685|Herramientas cuantitativas para la investigación de la estadística al Machine Learning
course-686|Modelo Integrativo de atención en salud desde la Psiconeuroinmunoendocrinología (PNIE)
course-687|Crianza y educación consciente
course-688|Fotografía digital básica
course-689|Innovación Pública
course-690|Orientación profesional
course-691|Finanzas corporativas - Manizales
course-692|¿Cómo seleccionar los mejores libros para niños y jóvenes?
course-1|gestión
course-18|gestión
course-20|gestión
course-31|gestión
course-35|gestión
course-38|gestión
course-46|gestión
course-55|gestión
course-70|gestión
course-86|gestión
course-93|gestión
course-101|gestión
course-104|gestión
course-105|gestión
course-112|gestión
course-118|gestión
course-122|gestión
course-139|gestión
course-140|gestión
course-160|gestión
course-196|gestión
course-205|gestión
course-208|gestión
course-210|gestión
course-245|gestión
course-262|gestión
course-267|gestión
course-270|gestión
course-271|gestión
course-274|gestión
course-328|gestión
course-335|gestión
course-345|gestión
course-354|gestión
course-358|gestión
course-361|gestión
course-405|gestión
course-406|gestión
course-480|gestión
course-482|gestión
course-486|gestión
course-509|gestión
course-511|gestión
course-525|gestión
course-531|gestión
course-535|gestión
course-575|gestión
course-604|gestión
course-610|gestión
course-636|gestión
course-658|gestión
course-671|gestión
course-674|gestión
course-1|proyectos
course-11|proyectos
course-43|proyectos
course-46|proyectos
course-71|proyectos
course-115|proyectos
course-118|proyectos
course-161|proyectos
course-187|proyectos
course-195|proyectos
course-196|proyectos
course-262|proyectos
course-274|proyectos
course-328|proyectos
course-335|proyectos
course-442|proyectos
course-465|proyectos
course-479|proyectos
course-610|proyectos
course-671|proyectos
course-1|alineado
course-671|alineado
course-1|estándar
course-671|estándar
course-1|pmbok
course-671|pmbok
course-1|potenciado
course-671|potenciado
course-1|con
course-9|con
course-14|con
course-21|con
course-36|con
course-43|con
course-72|con
course-104|con
course-105|con
course-114|con
course-119|con
course-120|con
course-141|con
course-158|con
course-177|con
course-196|con
course-203|con
course-227|con
course-262|con
course-274|con
course-284|con
course-290|con
course-296|con
course-300|con
course-321|con
course-323|con
course-324|con
course-328|con
course-357|con
course-362|con
course-370|con
course-379|con
course-381|con
course-412|con
course-435|con
course-454|con
course-487|con
course-533|con
course-536|con
course-546|con
course-553|con
course-555|con
course-556|con
course-612|con
course-620|con
course-642|con
course-650|con
course-667|con
course-671|con
course-1|gen
course-671|gen
course-1|medellín
course-10|medellín
course-44|medellín
course-125|medellín
course-156|medellín
course-169|medellín
course-170|medellín
course-259|medellín
course-260|medellín
course-261|medellín
course-262|medellín
course-263|medellín
course-264|medellín
course-289|medellín
course-304|medellín
course-408|medellín
course-553|medellín
course-634|medellín
course-646|medellín
course-2|modelos
course-2|financieros
course-67|financieros
course-109|financieros
course-132|financieros
course-309|financieros
course-462|financieros
course-579|financieros
course-2|era
course-389|era
course-2|del
course-8|del
course-14|del
course-38|del
course-42|del
course-51|del
course-52|del
course-66|del
course-75|del
course-89|del
course-97|del
course-104|del
course-105|del
course-112|del
course-139|del
course-145|del
course-148|del
course-174|del
course-178|del
course-195|del
course-208|del
course-227|del
course-242|del
course-257|del
course-276|del
course-306|del
course-313|del
course-331|del
course-362|del
course-367|del
course-368|del
course-371|del
course-376|del
course-395|del
course-422|del
course-424|del
course-430|del
course-463|del
course-482|del
course-506|del
course-507|del
course-508|del
course-509|del
course-510|del
course-511|del
course-525|del
course-537|del
course-546|del
course-562|del
course-568|del
course-578|del
course-591|del
course-597|del
course-613|del
course-663|del
course-2|machine
course-132|machine
course-685|machine
course-2|learning
course-132|learning
course-466|learning
course-468|learning
course-685|learning
course-3|revisoría
course-580|revisoría
course-656|revisoría
course-670|revisoría
course-3|fiscal
course-580|fiscal
course-656|fiscal
course-670|fiscal
course-3|auditoría
course-89|auditoría
course-193|auditoría
course-428|auditoría
course-656|auditoría
course-670|auditoría
course-3|financiera
course-80|financiera
course-115|financiera
course-140|financiera
course-264|financiera
course-330|financiera
course-428|financiera
course-459|financiera
course-566|financiera
course-580|financiera
course-604|financiera
course-656|financiera
course-670|financiera
course-4|analítica
course-109|analítica
course-110|analítica
course-201|analítica
course-210|analítica
course-344|analítica
course-457|analítica
course-474|analítica
course-532|analítica
course-4|datos
course-33|datos
course-95|datos
course-101|datos
course-109|datos
course-110|datos
course-137|datos
course-162|datos
course-186|datos
course-201|datos
course-210|datos
course-284|datos
course-316|datos
course-457|datos
course-535|datos
course-561|datos
course-568|datos
course-4|automatización
course-248|automatización
course-249|automatización
course-308|automatización
course-335|automatización
course-336|automatización
course-4|procesos
course-65|procesos
course-97|procesos
course-162|procesos
course-165|procesos
course-215|procesos
course-222|procesos
course-308|procesos
course-4|power
course-21|power
course-167|power
course-212|power
course-216|power
course-674|power
course-4|automate
course-5|docencia
course-5|universitaria
course-6|inteligencia
course-13|inteligencia
course-21|inteligencia
course-36|inteligencia
course-37|inteligencia
course-42|inteligencia
course-88|inteligencia
course-109|inteligencia
course-126|inteligencia
course-151|inteligencia
course-154|inteligencia
course-185|inteligencia
course-203|inteligencia
course-229|inteligencia
course-260|inteligencia
course-344|inteligencia
course-380|inteligencia
course-389|inteligencia
course-407|inteligencia
course-485|inteligencia
course-490|inteligencia
course-585|inteligencia
course-620|inteligencia
course-633|inteligencia
course-634|inteligencia
course-673|inteligencia
course-6|artificial
course-13|artificial
course-21|artificial
course-36|artificial
course-37|artificial
course-42|artificial
course-88|artificial
course-109|artificial
course-126|artificial
course-151|artificial
course-154|artificial
course-185|artificial
course-203|artificial
course-229|artificial
course-260|artificial
course-380|artificial
course-389|artificial
course-407|artificial
course-585|artificial
course-620|artificial
course-633|artificial
course-634|artificial
course-673|artificial
course-6|generativa
course-154|generativa
course-185|generativa
course-633|generativa
course-6|para
course-13|para
course-16|para
course-27|para
course-32|para
course-38|para
course-42|para
course-52|para
course-56|para
course-65|para
course-66|para
course-67|para
course-76|para
course-84|para
course-88|para
course-95|para
course-96|para
course-99|para
course-101|para
course-109|para
course-115|para
course-119|para
course-123|para
course-132|para
course-140|para
course-145|para
course-148|para
course-151|para
course-154|para
course-159|para
course-160|para
course-162|para
course-167|para
course-168|para
course-169|para
course-171|para
course-174|para
course-178|para
course-180|para
course-182|para
course-185|para
course-199|para
course-212|para
course-228|para
course-231|para
course-232|para
course-238|para
course-260|para
course-275|para
course-278|para
course-280|para
course-290|para
course-307|para
course-310|para
course-319|para
course-325|para
course-326|para
course-327|para
course-329|para
course-331|para
course-344|para
course-352|para
course-355|para
course-358|para
course-365|para
course-370|para
course-377|para
course-379|para
course-399|para
course-410|para
course-419|para
course-420|para
course-422|para
course-423|para
course-426|para
course-430|para
course-431|para
course-433|para
course-449|para
course-458|para
course-461|para
course-464|para
course-468|para
course-470|para
course-474|para
course-484|para
course-493|para
course-494|para
course-523|para
course-529|para
course-540|para
course-550|para
course-565|para
course-571|para
course-572|para
course-574|para
course-579|para
course-588|para
course-609|para
course-612|para
course-629|para
course-630|para
course-631|para
course-633|para
course-635|para
course-640|para
course-647|para
course-659|para
course-679|para
course-680|para
course-682|para
course-685|para
course-692|para
course-6|productividad
course-96|productividad
course-99|productividad
course-154|productividad
course-185|productividad
course-260|productividad
course-275|productividad
course-633|productividad
course-635|productividad
course-6|laboral
course-18|laboral
course-106|laboral
course-144|laboral
course-154|laboral
course-155|laboral
course-185|laboral
course-202|laboral
course-285|laboral
course-286|laboral
course-630|laboral
course-633|laboral
course-657|laboral
course-661|laboral
course-672|laboral
course-6|suroccidente
course-7|suroccidente
course-157|suroccidente
course-8|transformaciones
course-8|orden
course-8|género
course-338|género
course-392|género
course-420|género
course-8|individuo
course-8|individualidad
course-9|mapear
course-9|analizar
course-9|comprender
course-9|sistematización
course-9|información
course-80|información
course-212|información
course-252|información
course-380|información
course-428|información
course-448|información
course-459|información
course-9|nvivo
course-10|alta
course-88|alta
course-214|alta
course-265|alta
course-277|alta
course-367|alta
course-643|alta
course-645|alta
course-647|alta
course-669|alta
course-10|gerencia
course-71|gerencia
course-88|gerencia
course-222|gerencia
course-264|gerencia
course-265|gerencia
course-277|gerencia
course-305|gerencia
course-330|gerencia
course-359|gerencia
course-424|gerencia
course-465|gerencia
course-551|gerencia
course-569|gerencia
course-576|gerencia
course-582|gerencia
course-591|gerencia
course-593|gerencia
course-643|gerencia
course-645|gerencia
course-647|gerencia
course-669|gerencia
course-10|negocios
course-140|negocios
course-170|negocios
course-205|negocios
course-277|negocios
course-344|negocios
course-384|negocios
course-430|negocios
course-485|negocios
course-496|negocios
course-497|negocios
course-662|negocios
course-677|negocios
course-10|gastronómicos
course-140|gastronómicos
course-277|gastronómicos
course-430|gastronómicos
course-11|que
course-161|que
course-347|que
course-11|cuentan
course-11|formulación
course-365|formulación
course-11|propuestas
course-11|artísticas
course-254|artísticas
course-376|artísticas
course-11|culturales
course-438|culturales
course-453|culturales
course-542|culturales
course-543|culturales
course-544|culturales
course-12|indicadores
course-101|indicadores
course-269|indicadores
course-355|indicadores
course-572|indicadores
course-12|sociales
course-71|sociales
course-74|sociales
course-114|sociales
course-158|sociales
course-355|sociales
course-364|sociales
course-12|métodos
course-40|métodos
course-137|métodos
course-12|evidencia
course-12|contexto
course-252|contexto
course-394|contexto
course-13|odontólogos
course-13|eje
course-108|eje
course-121|eje
course-185|eje
course-201|eje
course-273|eje
course-305|eje
course-407|eje
course-454|eje
course-545|eje
course-580|eje
course-599|eje
course-632|eje
course-13|cafetero
course-108|cafetero
course-121|cafetero
course-185|cafetero
course-201|cafetero
course-273|cafetero
course-305|cafetero
course-407|cafetero
course-454|cafetero
course-545|cafetero
course-580|cafetero
course-599|cafetero
course-632|cafetero
course-14|diseñar
course-14|arquitectura
course-79|arquitectura
course-296|arquitectura
course-375|arquitectura
course-562|arquitectura
course-592|arquitectura
course-14|interiorismo
course-14|futuro
course-266|futuro
course-505|futuro
course-533|futuro
course-546|futuro
course-15|vitalmente
course-15|plenos
course-15|mejor
course-15|comienza
course-15|despues
course-15|los
course-137|los
course-163|los
course-169|los
course-246|los
course-300|los
course-337|los
course-364|los
course-399|los
course-409|los
course-449|los
course-452|los
course-463|los
course-534|los
course-544|los
course-654|los
course-662|los
course-692|los
course-15|manizales
course-114|manizales
course-250|manizales
course-691|manizales
course-16|entre
course-242|entre
course-16|memoria
course-16|esperanza
course-16|caminos
course-16|bíblicos
course-16|reconciliación
course-17|derecho
course-49|derecho
course-63|derecho
course-64|derecho
course-75|derecho
course-85|derecho
course-87|derecho
course-97|derecho
course-107|derecho
course-125|derecho
course-129|derecho
course-143|derecho
course-273|derecho
course-285|derecho
course-286|derecho
course-303|derecho
course-312|derecho
course-317|derecho
course-411|derecho
course-416|derecho
course-418|derecho
course-586|derecho
course-595|derecho
course-598|derecho
course-605|derecho
course-606|derecho
course-630|derecho
course-653|derecho
course-661|derecho
course-672|derecho
course-684|derecho
course-17|penal
course-390|penal
course-653|penal
course-663|penal
course-17|canónico
course-684|canónico
course-18|jurídica
course-256|jurídica
course-18|actualización
course-28|actualización
course-39|actualización
course-144|actualización
course-251|actualización
course-258|actualización
course-287|actualización
course-387|actualización
course-570|actualización
course-18|sobre
course-226|sobre
course-257|sobre
course-428|sobre
course-18|estabilidad
course-18|reforzada
course-19|actualidad
course-578|actualidad
course-19|pensiones
course-175|pensiones
course-19|reforma
course-87|reforma
course-106|reforma
course-155|reforma
course-202|reforma
course-287|reforma
course-312|reforma
course-416|reforma
course-19|jurisprudencia
course-72|jurisprudencia
course-19|relevante
course-20|sistema
course-195|sistema
course-270|sistema
course-337|sistema
course-354|sistema
course-663|sistema
course-20|activos
course-20|ntc
course-20|iso
course-20|55001
course-20|2024
course-251|2024
course-387|2024
course-396|2024
course-409|2024
course-21|microsoft
course-35|microsoft
course-166|microsoft
course-216|microsoft
course-262|microsoft
course-328|microsoft
course-22|aplicaciones
course-528|aplicaciones
course-568|aplicaciones
course-22|biologia
course-22|molecular
course-349|molecular
course-356|molecular
course-23|coaching
course-26|coaching
course-57|coaching
course-142|coaching
course-560|coaching
course-23|vocacional
course-207|vocacional
course-23|cómo
course-66|cómo
course-74|cómo
course-120|cómo
course-149|cómo
course-260|cómo
course-320|cómo
course-329|cómo
course-564|cómo
course-692|cómo
course-23|acompañar
course-211|acompañar
course-23|jóvenes
course-47|jóvenes
course-329|jóvenes
course-346|jóvenes
course-692|jóvenes
course-23|sus
course-173|sus
course-23|búsquedas
course-23|profesionales
course-565|profesionales
course-23|vida
course-34|vida
course-299|vida
course-438|vida
course-24|club
course-177|club
course-198|club
course-24|sapiencia
course-177|sapiencia
course-198|sapiencia
course-25|preparación
course-56|preparación
course-171|preparación
course-231|preparación
course-331|preparación
course-462|preparación
course-571|preparación
course-25|examen
course-25|ingreso
course-306|ingreso
course-395|ingreso
course-25|carrera
course-571|carrera
course-25|diplomática
course-25|consular
course-25|colombiana
course-26|certificación
course-56|certificación
course-66|certificación
course-171|certificación
course-220|certificación
course-221|certificación
course-304|certificación
course-331|certificación
course-431|certificación
course-627|certificación
course-26|sistémico
course-652|sistémico
course-26|equipos
course-225|equipos
course-419|equipos
course-477|equipos
course-478|equipos
course-27|metodología
course-182|metodología
course-274|metodología
course-27|grade
course-27|toma
course-95|toma
course-470|toma
course-500|toma
course-602|toma
course-27|decisiones
course-95|decisiones
course-148|decisiones
course-488|decisiones
course-500|decisiones
course-602|decisiones
course-28|tributaria
course-582|tributaria
course-29|finanzas
course-67|finanzas
course-160|finanzas
course-237|finanzas
course-579|finanzas
course-691|finanzas
course-29|verdes
course-30|lectura
course-191|lectura
course-614|lectura
course-30|crítica
course-549|crítica
course-31|riesgos
course-132|riesgos
course-280|riesgos
course-31|sarlaft
course-342|sarlaft
course-603|sarlaft
course-31|sagrilaft
course-529|sagrilaft
course-637|sagrilaft
course-31|cúcuta
course-32|gobierno
course-53|gobierno
course-95|gobierno
course-263|gobierno
course-280|gobierno
course-383|gobierno
course-399|gobierno
course-423|gobierno
course-483|gobierno
course-625|gobierno
course-32|corporativo
course-53|corporativo
course-263|corporativo
course-383|corporativo
course-399|corporativo
course-483|corporativo
course-32|acción
course-266|acción
course-425|acción
course-439|acción
course-440|acción
course-441|acción
course-442|acción
course-443|acción
course-444|acción
course-445|acción
course-446|acción
course-447|acción
course-620|acción
course-32|estrategia
course-98|estrategia
course-113|estrategia
course-114|estrategia
course-158|estrategia
course-476|estrategia
course-32|buenas
course-32|prácticas
course-84|prácticas
course-191|prácticas
course-376|prácticas
course-435|prácticas
course-461|prácticas
course-468|prácticas
course-564|prácticas
course-32|juntas
course-53|juntas
course-263|juntas
course-632|juntas
course-32|directivas
course-53|directivas
course-263|directivas
course-632|directivas
course-33|storytelling
course-289|storytelling
course-316|storytelling
course-648|storytelling
course-33|presentaciones
course-36|presentaciones
course-294|presentaciones
course-316|presentaciones
course-33|basadas
course-316|basadas
course-33|generación
course-212|generación
course-316|generación
course-33|estadisticos
course-33|bucaramanga
course-55|bucaramanga
course-92|bucaramanga
course-288|bucaramanga
course-569|bucaramanga
course-579|bucaramanga
course-592|bucaramanga
course-637|bucaramanga
course-656|bucaramanga
course-667|bucaramanga
course-672|bucaramanga
course-673|bucaramanga
course-34|taller
course-307|taller
course-631|taller
course-34|escritura
course-191|escritura
course-307|escritura
course-329|escritura
course-621|escritura
course-34|narrativas
course-147|narrativas
course-426|narrativas
course-34|autorreflexivas
course-34|detrás
course-34|las
course-75|las
course-99|las
course-227|las
course-299|las
course-301|las
course-321|las
course-364|las
course-366|las
course-379|las
course-407|las
course-414|las
course-564|las
course-642|las
course-650|las
course-676|las
course-34|palabras
course-35|project
course-161|project
course-262|project
course-328|project
course-331|project
course-35|aplicado
course-35|obras
course-118|obras
course-121|obras
course-35|construcción
course-42|construcción
course-68|construcción
course-82|construcción
course-98|construcción
course-118|construcción
course-157|construcción
course-248|construcción
course-249|construcción
course-336|construcción
course-447|construcción
course-590|construcción
course-599|construcción
course-618|construcción
course-646|construcción
course-36|efectivas
course-415|efectivas
course-37|aplicada
course-92|aplicada
course-356|aplicada
course-380|aplicada
course-467|aplicada
course-37|logística
course-461|logística
course-37|operaciones
course-38|innovación
course-113|innovación
course-120|innovación
course-222|innovación
course-266|innovación
course-283|innovación
course-348|innovación
course-391|innovación
course-471|innovación
course-504|innovación
course-566|innovación
course-625|innovación
course-689|innovación
course-38|sostenible
course-82|sostenible
course-157|sostenible
course-384|sostenible
course-572|sostenible
course-599|sostenible
course-618|sostenible
course-626|sostenible
course-635|sostenible
course-646|sostenible
course-38|conocimiento
course-42|conocimiento
course-376|conocimiento
course-509|conocimiento
course-38|pymes
course-38|economía
course-384|economía
course-461|economía
course-563|economía
course-568|economía
course-38|circular
course-384|circular
course-461|circular
course-563|circular
course-38|herramientas
course-108|herramientas
course-145|herramientas
course-151|herramientas
course-167|herramientas
course-169|herramientas
course-238|herramientas
course-296|herramientas
course-377|herramientas
course-457|herramientas
course-461|herramientas
course-468|herramientas
course-535|herramientas
course-635|herramientas
course-657|herramientas
course-674|herramientas
course-685|herramientas
course-38|colaborativas
course-39|niif
course-80|niif
course-135|niif
course-435|niif
course-459|niif
course-39|pyme
course-39|grupo
course-40|entrenamiento
course-243|entrenamiento
course-318|entrenamiento
course-386|entrenamiento
course-40|deportivo
course-63|deportivo
course-75|deportivo
course-40|tendencias
course-466|tendencias
course-641|tendencias
course-41|neuroliderazgo
course-41|neuromanagement
course-41|culturas
course-608|culturas
course-41|brain
course-41|friendly
course-42|manejo
course-152|manejo
course-230|manejo
course-408|manejo
